,task_id,T,x(Cr),x(Cr@B2),x(Cr@Bcc),x(Cr@CBCC_A12),x(Cr@Hcp),x(Cr@Laves_C14),x(Cr@Laves_C15),x(Cr@Laves_C36),x(Cr@Liquid),x(Cr@Sigma),x(Mn),x(Mn@Bcc),x(Mn@Beta_TiMn),x(Mn@CBCC_A12),x(Mn@Laves_C14),x(Mn@Laves_C15),x(Mn@Laves_C36),x(Mn@Liquid),x(Mn@Mn3Ti),x(Mn@Mn4Ti),x(Mn@Sigma),x(Nb),x(Nb@B2),x(Nb@Bcc#1),x(Nb@Bcc#2),x(Nb@Bcc),x(Nb@Laves_C14),x(Nb@Laves_C15),x(Nb@Laves_C36),x(Nb@Liquid),x(Ti),x(Ti@Bcc#1),x(Ti@Bcc#2),x(Ti@Bcc),x(Ti@Beta_TiMn),x(Ti@CBCC_A12),x(Ti@Laves_C14),x(Ti@Laves_C15),x(Ti@Laves_C36),x(Ti@Liquid),x(Ti@Mn3Ti),x(Ti@Mn4Ti),x(V),x(V@Bcc#1),x(V@Bcc#2),x(V@Bcc),x(V@Hcp),x(V@Laves_C14),x(V@Laves_C15),x(V@Laves_C36),x(V@Liquid),x(Zr),x(Zr@Bcc#1),x(Zr@Bcc#2),x(Zr@Bcc),x(Zr@Hcp),x(Zr@Laves_C14),x(Zr@Laves_C15),x(Zr@Laves_C36),x(Zr@Liquid),w(Cr),w(Cr@B2),w(Cr@Bcc),w(Cr@CBCC_A12),w(Cr@Hcp),w(Cr@Laves_C14),w(Cr@Laves_C15),w(Cr@Laves_C36),w(Cr@Liquid),w(Cr@Sigma),w(Mn),w(Mn@Bcc),w(Mn@Beta_TiMn),w(Mn@CBCC_A12),w(Mn@Laves_C14),w(Mn@Laves_C15),w(Mn@Laves_C36),w(Mn@Liquid),w(Mn@Mn3Ti),w(Mn@Mn4Ti),w(Mn@Sigma),w(Nb),w(Nb@B2),w(Nb@Bcc#1),w(Nb@Bcc#2),w(Nb@Bcc),w(Nb@Laves_C14),w(Nb@Laves_C15),w(Nb@Laves_C36),w(Nb@Liquid),w(Ti),w(Ti@Bcc#1),w(Ti@Bcc#2),w(Ti@Bcc),w(Ti@Beta_TiMn),w(Ti@CBCC_A12),w(Ti@Laves_C14),w(Ti@Laves_C15),w(Ti@Laves_C36),w(Ti@Liquid),w(Ti@Mn3Ti),w(Ti@Mn4Ti),w(V),w(V@Bcc#1),w(V@Bcc#2),w(V@Bcc),w(V@Hcp),w(V@Laves_C14),w(V@Laves_C15),w(V@Laves_C36),w(V@Liquid),w(Zr),w(Zr@Bcc#1),w(Zr@Bcc#2),w(Zr@Bcc),w(Zr@Hcp),w(Zr@Laves_C14),w(Zr@Laves_C15),w(Zr@Laves_C36),w(Zr@Liquid),P,log10(P),phase_name,G,H,S,G(@Bcc),H(@Bcc),S(@Bcc),G(@Laves_C15),H(@Laves_C15),S(@Laves_C15),G(@Laves_C36),H(@Laves_C36),S(@Laves_C36),G(@Laves_C14),H(@Laves_C14),S(@Laves_C14),G(@Liquid),H(@Liquid),S(@Liquid),G(@Bcc#1),G(@Bcc#2),H(@Bcc#1),H(@Bcc#2),S(@Bcc#1),S(@Bcc#2),G(@Hcp),H(@Hcp),S(@Hcp),G(@Beta_TiMn),H(@Beta_TiMn),S(@Beta_TiMn),G(@B2),H(@B2),S(@B2),G(@CBCC_A12),H(@CBCC_A12),S(@CBCC_A12),G(@Sigma),H(@Sigma),S(@Sigma),G(@Mn3Ti),G(@Mn4Ti),H(@Mn3Ti),H(@Mn4Ti),S(@Mn3Ti),S(@Mn4Ti),f(@B2),f(@Bcc#1),f(@Bcc#2),f(@Bcc),f(@Beta_TiMn),f(@CBCC_A12),f(@Hcp),f(@Laves_C14),f(@Laves_C15),f(@Laves_C36),f(@Liquid),f(@Mn3Ti),f(@Mn4Ti),f(@Sigma)
894,1803,1200.0,,,,,,,,,,,20.0,7.31362499,,,,,,22.3306,,,,,,,,,,,,,20.0,,,29.16230049,,,,,,18.3168,,,,,,,,,,,,60.0,,,63.52407452,,,,,59.3526,,,,,,,,,,,14.5922,5.291657534,,,,,,16.3177,,,,,,,,,,,,,12.7175,,,18.38916964,,,,,,11.6652,,,,,,,,,,,,72.6904,,,76.31917282,,,,,72.0171,1.0,5.0,Liquid+Bcc,-101559.3424,46434.04042,100.4604982,-98223.29417,36258.77297,91.2887806,,,,,,,,,,-102172.1941,48303.29674,102.1453965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1551955358,,,,,,,0.844804,,,
895,1804,1200.0,50.0,,50.8191,,,40.91268463,,,,,20.0,19.5899,,,24.54981018,,,,,,,,,,,,,,,,20.0,,,18.6896,,,34.53736414,,,,,,10.0,,,10.9014,,0.0001410490991,,,,,,,,,,,,,50.3293,,51.1218,,,41.47042822,,,,,21.2708,20.8216,,,26.29248229,,,,,,,,,,,,,,,,18.5381,,,17.3127,,,32.23694942,,,,,,9.86182,,,10.744,,0.0001400738013,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-87931.50684,34676.86224,83.22870657,-87920.86108,35114.86825,83.51880619,,,,,,,-88049.60979,29817.66848,80.01037115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.917314,,,,0.0826863309,,,,,,
896,1805,1200.0,40.0,,46.8339,,,26.44255005,58.99698222,,,,20.0,12.6749,,,34.49471584,0.0,,,,,,,,,,,,,,,20.0,,,22.3157,,,16.20242175,18.56142225,,,,,10.0,,,16.1444,,0.1069919027,4.317228894,,,10.0,,,2.03112,,22.75332046,18.12436663,,,37.4216,,46.761,,,22.44068499,52.62092544,,,,19.7695,13.3713,,,30.93059367,0.0,,,,,,,,,,,,,,,17.2297,,,20.5173,,,12.66184269,15.24488461,,,,,9.16576,,,15.7925,,0.08895896914,3.772591794,,,16.4135,,,3.55794,,33.87791968,28.36159816,,,1.0,5.0,Bcc+Laves_C14+Laves_C15,-93844.75176,30378.82455,84.3251375,-89567.69715,35492.26271,84.89288929,-89426.01272,19280.14704,73.79164359,,,,-101575.2108,22788.69782,84.42039752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607413,,,,0.3566225576,0.03596448312,,,,,
897,1806,1200.0,30.0,,31.4903,,,22.16803768,51.84601865,,,,20.0,10.1698,,,33.2126116,0.0,,,,,,,,,,,,,,,20.0,,,30.529,,,13.21059087,17.65817329,,,,,10.0,,,22.591,,1.482338659,8.487615662,,,20.0,,,5.21999,,29.92642119,22.0081924,,,26.2159,,30.9825,,,17.96711394,45.0701504,,,,18.4661,10.572,,,28.44179538,0.0,,,,,,,,,,,,,,,16.0937,,,27.659,,,9.859559685,14.13525269,,,,,8.56148,,,21.7761,,1.177076156,7.228785824,,,30.6628,,,9.01049,,42.55445484,33.56581109,,,1.0,5.0,Bcc+Laves_C14+Laves_C15,-98334.65572,25685.10238,84.18678213,-92752.35581,36284.19182,87.59226666,-92001.63241,19786.31156,75.88361264,,,,-104281.0252,19947.98904,84.32882889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352705,,,,0.4941807083,0.1531138026,,,,,
898,1807,1200.0,20.0,,16.19761022,,,18.6245,41.95226147,,,,20.0,6.51029544,,,26.118,0.0,,,,,,,,,,,,,,,20.0,,,38.86873179,,,14.9033,17.17322678,,,,,10.0,,,19.56540109,,6.8054,14.00384741,,,30.0,,,18.85796146,,33.5487,26.87066434,,,16.3963,,14.57639988,,,14.8437,35.36423225,,,,17.324,6.19017515,,,21.9938,0.0,,,,,,,,,,,,,,,15.0983,,,32.20949438,,,10.9377,13.33045487,,,,,8.03195,,,17.25020028,,5.31395,11.5654433,,,43.1495,,,29.7737303,,46.9108,39.73986958,,,1.0,5.0,Laves_C14+Laves_C15+Bcc,-101235.8182,25411.01631,85.97008761,-95581.99019,37500.66285,90.33883382,-93986.17874,21184.0025,78.1795345,,,,-103672.7331,22416.90167,85.59185064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2050624802,,,,0.71464,0.08029759764,,,,,
899,1808,1200.0,10.0,,,,,13.65840952,,,7.96467,,20.0,,,,28.32040251,,,15.3693,,,,,,,,,,,,,20.0,,,,,,15.95681254,,,22.2514,,,10.0,,,,,7.656202528,,,11.3052,40.0,,,,,34.40817291,,,43.1094,7.72061,,,,,10.82771379,,,6.06127,,16.3149,,,,23.72132639,,,12.3581,,,,,,,,,,,,,14.2189,,,,,,11.64841908,,,15.5933,,,7.56411,,,,,5.946427213,,,8.42905,54.1815,,,,,47.85611352,,,57.5582,1.0,5.0,Liquid+Laves_C14,-102558.2962,39138.48956,96.18625784,,,,,,,,,,-104522.0951,21592.21909,85.60860347,-101465.3025,48904.23623,102.0734743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3575622635,,,0.642438,,,
900,1809,1200.0,,,,,,,,,,,20.0,,,,,,,20.0,,,,,,,,,,,,,20.0,,,,,,,,,20.0,,,10.0,,,,,,,,10.0,50.0,,,,,,,,50.0,,,,,,,,,,,15.4169,,,,,,,15.4169,,,,,,,,,,,,,13.4363,,,,,,,,,13.4363,,,7.14777,,,,,,,,7.14777,63.9991,,,,,,,,63.9991,1.0,5.0,Liquid,-102263.8009,48112.69274,102.0781955,,,,,,,,,,,,,-102263.8009,48112.69274,102.0781955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
901,181,1200.0,50.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.0,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,51.4299,,51.4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4152,,,28.4152,,,,,,,,,20.1549,,,20.1549,,,,,,,,,,,,,,,1.0,5.0,Bcc,-84763.77018,36251.06651,82.14698889,-84763.77018,36251.06651,82.14698889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
902,1810,1200.0,40.0,,40.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,40.3458,,40.3458,,,,,,,,21.3143,21.3143,,,,,,,,,,,,,,,,,,,18.576,,,18.576,,,,,,,,,19.764,,,19.764,,,,,,,,,,,,,,,1.0,5.0,Bcc,-91144.07343,35307.22695,85.83735559,-91144.07343,35307.22695,85.83735559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
903,1811,1200.0,30.0,,33.7909,,,19.59444081,,,,,20.0,13.2402,,,38.54592852,,,,,,,,,,,,,,,,20.0,,,23.1113,,,11.46653886,,,,,,20.0,,,26.8487,,1.20559918,,,,10.0,,,3.00888,,29.18749263,,,,28.1195,,33.5742,,,15.89565815,,,,,19.807,13.8996,,,33.03901279,,,,,,,,,,,,,,,,17.2624,,,21.1453,,,8.565686874,,,,,,18.3663,,,26.1358,,0.9581966338,,,,16.4447,,,5.24506,,41.54144555,,,,1.0,5.0,Bcc+Laves_C14,-96155.32333,30901.66513,86.24850725,-92775.99435,35700.09256,87.21181612,,,,,,,-105426.6289,17737.01398,83.60563615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732873,,,,0.2671272306,,,,,,
904,1812,1200.0,20.0,,22.20363528,,,17.6722,,,,,20.0,9.155870647,,,31.455,,,,,,,,,,,,,,,,20.0,,,28.07385241,,,11.4714,,,,,,20.0,,,32.92890497,,6.34266,,,,20.0,,,7.637736698,,33.0587,,,,17.5082,,21.47551526,,,14.0608,,,,,18.4989,9.356686231,,,26.4431,,,,,,,,,,,,,,,,16.1223,,,25.00378332,,,8.4047,,,,,,17.1533,,,31.20346714,,4.94422,,,,30.7172,,,12.96054805,,46.1472,,,,1.0,5.0,Laves_C14+Bcc,-99479.41304,28279.0473,86.72467864,-94147.39226,36576.94249,88.7379661,,,,,,,-105111.761,19513.77137,84.59799233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5136955999,,,,0.486304,,,,,,
905,1813,1200.0,10.0,,11.8439889,,,11.40717769,,,8.42168,,20.0,8.667308912,,,29.92128998,,,15.251,,,,,,,,,,,,,20.0,,,30.23135148,,,12.81009045,,,22.912,,,20.0,,,35.15116609,,11.86971145,,,22.355,30.0,,,14.10618462,,33.99173044,,,31.0603,8.21178,,10.96390922,,,9.047345703,,,6.90136,,17.3528,8.477242854,,,25.07414896,,,13.205,,,,,,,,,,,,,15.1235,,,25.76969086,,,9.355766655,,,17.2895,,,16.0906,,,31.87962709,,9.22336077,,,17.948,43.2213,,,22.90952998,,47.29937791,,,44.6561,1.0,5.0,Liquid+Laves_C14+Bcc,-101182.7161,36653.46369,93.56561097,-95267.07336,37460.00155,90.09746116,,,,,,,-104843.6512,20576.02833,85.13707333,-99884.89701,48952.65432,101.0335345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1284968259,,,,0.3813850609,,,0.490118,,,
906,1814,1200.0,,,,,,,,,,,20.0,,,,,,,20.0,,,,,,,,,,,,,20.0,,,,,,,,,20.0,,,20.0,,,,,,,,20.0,40.0,,,,,,,,40.0,,,,,,,,,,,16.3405,,,,,,,16.3405,,,,,,,,,,,,,14.2412,,,,,,,,,14.2412,,,15.1519,,,,,,,,15.1519,54.2664,,,,,,,,54.2664,1.0,5.0,Liquid,-101154.0861,47987.60397,101.2399892,,,,,,,,,,,,,-101154.0861,47987.60397,101.2399892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
907,1815,1200.0,30.0,,30.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,30.3213,,30.3213,,,,,,,,21.358,21.358,,,,,,,,,,,,,,,,,,,18.6141,,,18.6141,,,,,,,,,29.7067,,,29.7067,,,,,,,,,,,,,,,1.0,5.0,Bcc,-93101.22854,35428.27502,87.24807627,-93101.22854,35428.27502,87.24807627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
908,1816,1200.0,20.0,,21.8033,,,13.48032457,,,,,20.0,14.2578,,,40.74744889,,,,,,,,,,,,,,,,20.0,,,22.9464,,,9.35729903,,,,,,30.0,,,37.1095,,4.302083053,,,,10.0,,,3.88309,,32.11284446,,,,18.782,,21.5516,,,10.72378503,,,,,19.8447,14.8906,,,34.24925148,,,,,,,,,,,,,,,,17.2953,,,20.8861,,,6.85460551,,,,,,27.602,,,35.9376,,3.352992619,,,,16.476,,,6.73404,,44.81936536,,,,1.0,5.0,Bcc+Laves_C14,-97190.27681,31390.01225,87.28255036,-94419.8058,35904.20305,88.46621787,,,,,,,-107200.932,15078.70369,83.00555658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.783237,,,,0.2167626677,,,,,,
909,1817,1200.0,10.0,,10.6826,,,9.081124923,,,,,20.0,10.2266,,,33.16554163,,,,,,,,,,,,,,,,20.0,,,26.2889,,,11.52818497,,,,,,30.0,,,43.0708,,12.39455158,,,,20.0,,,9.73113,,33.8305969,,,,8.76969,,10.1772,,,7.193769324,,,,,18.5318,10.294,,,27.75919462,,,,,,,,,,,,,,,,16.151,,,23.0626,,,8.409341712,,,,,,25.7758,,,40.2013,,9.619527339,,,,30.7718,,,16.265,,47.018167,,,,1.0,5.0,Bcc+Laves_C14,-99280.61358,29295.28522,87.27957017,-94596.41699,37041.68421,89.35824676,,,,,,,-105590.219,18860.89797,84.47959608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573924,,,,0.4260761272,,,,,,
910,1818,1200.0,,,,,,,,,,,20.0,13.09122945,,,,,,20.207,,,,,,,,,,,,,20.0,,,23.80909707,,,,,,19.8859,,,30.0,,,55.24654849,,,,,29.2436,30.0,,,7.853124983,,,,,30.6635,,,,,,,,,,,17.3818,13.3434659,,,,,,17.4845,,,,,,,,,,,,,15.1487,,,21.1501006,,,,,,14.996,,,24.1762,,,52.21514788,,,,,23.463,43.2934,,,13.29128562,,,,,44.0564,1.0,5.0,Liquid+Bcc,-99212.80103,47949.88176,99.89660441,-92317.96812,37594.08851,88.18657749,,,,,,,,,,-99419.3787,48260.15406,100.2474512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02908966763,,,,,,,0.97091,,,
911,1819,1200.0,20.0,,20.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,40.0,,,40.0,,,,,,,,,,,,,,,20.2557,,20.2557,,,,,,,,21.4018,21.4018,,,,,,,,,,,,,,,,,,,18.6523,,,18.6523,,,,,,,,,39.6902,,,39.6902,,,,,,,,,,,,,,,1.0,5.0,Bcc,-93992.60131,35554.59733,87.93890551,-93992.60131,35554.59733,87.93890551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
912,182,1200.0,40.0,,33.1873,,,,48.61253179,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,36.4811,,,,21.80668652,,,,,20.0,,,26.9101,,,11.26444668,,,10.0,,,3.42156,,,18.316335,,,38.181,,33.4724,,,,43.45678836,,,,,,,,,,,,,,,,,,,,,,,,26.3689,,,33.8819,,,,17.95077792,,,,,18.7035,,,26.5911,,,9.86564098,,,16.7466,,,6.05452,,,28.72679274,,,1.0,5.0,Bcc+Laves_C15,-89856.9379,30740.0125,81.86332037,-88670.96636,37010.70098,85.31491521,-91356.22042,22812.72814,77.49988023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558339,,,,,0.4416608305,,,,,
913,1820,1200.0,10.0,,10.6424,,,7.141256603,,,,,20.0,15.0802,,,41.89025154,,,,,,,,,,,,,,,,20.0,,,22.4754,,,8.986603891,,,,,,40.0,,,47.0127,,8.792966538,,,,10.0,,,4.78928,,33.18892143,,,,9.40893,,10.4609,,,5.644382135,,,,,19.8826,15.6619,,,34.98304817,,,,,,,,,,,,,,,,17.3282,,,20.3434,,,6.54066003,,,,,,36.8728,,,45.2745,,6.80899863,,,,16.5074,,,8.25928,,46.02291103,,,,1.0,5.0,Bcc+Laves_C14,-96987.49193,32252.14519,87.73012736,-94603.43576,36312.87349,88.86828174,,,,,,,-107595.3698,14183.90065,82.66589994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816497,,,,0.1835027916,,,,,,
914,1821,1200.0,,,,,,,,,,,20.0,14.10253422,,,39.68629887,,,21.353,,,,,,,,,,,,,20.0,,,22.91977569,,,10.33254968,,,19.3094,,,40.0,,,55.51951112,,16.1362323,,,29.1081,20.0,,,7.458178968,,33.84491915,,,30.2295,,,,,,,,,,,18.5648,14.39868582,,,33.11245285,,,18.5085,,,,,,,,,,,,,16.1797,,,20.39470148,,,7.51345264,,,14.5869,,,34.4289,,,52.56231361,,12.48406549,,,23.3954,30.8266,,,12.64429909,,46.89002902,,,43.5091,1.0,5.0,Liquid+Bcc+Laves_C14,-96932.68144,39601.06916,92.68149924,-92464.87789,37492.94691,88.21764573,,,,,,,-105445.1925,15701.49391,82.23649078,-99637.29679,48201.96062,100.3558751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4668221109,,,,0.1108195494,,,0.422358,,,
915,1822,1200.0,10.0,,10.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,50.0,,,50.0,,,,,,,,,,,,,,,10.1487,,10.1487,,,,,,,,21.4458,21.4458,,,,,,,,,,,,,,,,,,,18.6906,,,18.6906,,,,,,,,,49.7148,,,49.7148,,,,,,,,,,,,,,,1.0,5.0,Bcc,-93755.05283,35856.69032,87.98271944,-93755.05283,35856.69032,87.98271944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
916,1823,1200.0,,,,,,,,,,,20.0,15.9674,,,42.81667049,,,,,,,,,,,,,,,,20.0,,,21.8791,,,9.368063163,,,,,,50.0,,,56.3257,,14.20865197,,,,10.0,,,5.8278,,33.60661438,,,,,,,,,,,,,,19.9206,16.4712,,,35.69251273,,,,,,,,,,,,,,,,17.3614,,,19.6698,,,6.806053168,,,,,,46.1791,,,53.8766,,10.98298154,,,,16.539,,,9.98232,,46.51845256,,,,1.0,5.0,Bcc+Laves_C14,-94609.05138,33766.93277,87.14386461,-92548.20607,37271.25205,88.12372,,,,,,,-106269.4444,13939.27279,81.59978086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.849806,,,,0.1501938279,,,,,,
917,1824,1200.0,,,,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,60.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,21.49,21.49,,,,,,,,,,,,,,,,,,,18.7292,,,18.7292,,,,,,,,,59.7808,,,59.7808,,,,,,,,,,,,,,,1.0,5.0,Bcc,-91413.49917,36684.00862,86.95482998,-91413.49917,36684.00862,86.95482998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
918,1825,1200.0,50.0,,69.1442,,,45.88726247,,,,,20.0,19.0412,,,20.20598075,,,,,,,,,,,,,,,,30.0,,,11.8146,,,33.90675678,,,,,,,,,,,,,,,,,,,,,,,,50.6294,,69.0461,,,46.60534671,,,,,21.3976,20.09,,,21.68335292,,,,,,,,,,,,,,,,27.973,,,10.8639,,,31.71130037,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-85435.95896,30284.39303,78.55300003,-80018.94593,34934.15022,78.03217333,,,,,,,-86599.69181,29285.48919,78.66488884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176839,,,,0.8231609509,,,,,,
919,1826,1200.0,40.0,,,,,39.5945,60.56049238,,,,20.0,,,,21.3704,0.0,,,,,,,,,,,,,,,30.0,,,,,,31.2873,21.25169128,,,,,,,,,,,,,,10.0,,,,,7.7478,18.18781634,,,37.6289,,,,,37.8613,54.05286193,,,,19.879,,,,21.5912,0.0,,,,,,,,,,,,,,,25.9877,,,,,,27.5494,17.46654475,,,,,,,,,,,,,,16.5044,,,,,12.9981,28.48059331,,,1.0,5.0,Laves_C14+Laves_C15,-91283.96232,29972.53091,82.31102958,,,,-87996.72362,18775.95237,72.47916097,,,,-91482.65825,30649.30398,82.90531326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943001,0.05699932814,,,,,
920,1827,1200.0,30.0,,21.95679973,,,25.2165,55.68612244,,,,20.0,7.186115109,,,27.4281,0.0,,,,,,,,,,,,,,,30.0,,,60.64719784,,,25.4633,24.27926997,,,,,,,,,,,,,,20.0,,,10.20988732,,21.8921,20.03460759,,,26.3515,,21.25361418,,,21.7286,49.19572242,,,,18.5616,7.349551398,,,24.9715,0.0,,,,,,,,,,,,,,,24.2655,,,54.05784117,,,20.2043,19.75150511,,,,,,,,,,,,,,30.8214,,,17.33899325,,33.0957,31.05277247,,,1.0,5.0,Laves_C14+Bcc+Laves_C15,-96511.00935,26996.30069,83.83892342,-89683.24054,36935.10274,85.95074723,-89108.91213,19726.52734,73.87940092,,,,-99665.02929,26862.54967,85.88913482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1347117003,,,,0.693885,0.1714035739,,,,,
921,1828,1200.0,20.0,,13.66170446,,,21.6059,,,,,20.0,4.416203868,,,23.9484,,,,,,,,,,,,,,,,30.0,,,55.23566271,,,23.6061,,,,,,,,,,,,,,,30.0,,,26.68642896,,30.8395,,,,16.4758,,11.77623471,,,17.6011,,,,,17.408,4.022106726,,,20.6133,,,,,,,,,,,,,,,,22.7574,,,43.84351272,,,17.7083,,,,,,,,,,,,,,,43.3588,,,40.35814585,,44.0773,,,,1.0,5.0,Laves_C14+Bcc,-99850.33229,27465.74221,86.42437939,-93725.85705,36935.15564,88.69498197,,,,,,,-101402.0684,25066.51129,85.84908505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202148691,,,,0.797851,,,,,,
922,1829,1200.0,10.0,,6.413582974,,,13.0839,,,,,20.0,5.773709814,,,32.2329,,,,,,,,,,,,,,,,30.0,,,39.92317222,,,21.4672,,,,,,,,,,,,,,,40.0,,,47.88953499,,33.2159,,,,7.75587,,4.811524505,,,10.4517,,,,,16.3894,4.576567232,,,27.2053,,,,,,,,,,,,,,,,21.4258,,,27.57980767,,,15.7911,,,,,,,,,,,,,,,54.4289,,,63.0321006,,46.5518,,,,1.0,5.0,Laves_C14+Bcc,-101227.3335,27854.08324,87.62272462,-97492.81397,36561.31612,90.99828944,,,,,,,-104438.5811,20366.88711,84.72013592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4623315908,,,,0.537668,,,,,,
923,183,1200.0,30.0,,17.5298,,,,38.78258266,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,44.2209,,,,19.98489938,,,,,20.0,,,24.8905,,,16.55673369,,,20.0,,,13.3588,,,24.67578426,,,26.7121,,16.5261,,,,33.23304824,,,,,,,,,,,,,,,,,,,,,,,,24.5976,,,38.3888,,,,15.76956174,,,,,17.4471,,,22.9897,,,13.89997986,,,31.2432,,,22.0954,,,37.09741017,,,1.0,5.0,Bcc+Laves_C15,-92923.15596,29534.26739,83.12624196,-91818.72305,38319.46752,88.34008116,-93700.92225,23347.53352,79.45454012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413222,,,,,0.5867779092,,,,,
924,1830,1200.0,,,,,,,,,,,20.0,8.336259598,,,43.64472713,,,22.7792,,,,,,,,,,,,,30.0,,,40.43656105,,,23.49716256,,,26.3437,,,,,,,,,,,,50.0,,,51.22717936,,32.85811031,,,50.8771,,,,,,,,,,,15.4834,6.480297763,,,36.77397855,,,17.4929,,,,,,,,,,,,,20.2414,,,27.39550065,,,17.25462615,,,17.6312,,,,,,,,,,,,64.2752,,,66.12420158,,45.9713953,,,64.8758,1.0,5.0,Liquid+Bcc+Laves_C14,-100694.1298,42938.71069,97.50048566,-97488.73675,36191.24331,90.74430985,,,,,,,-105541.3516,15028.6824,81.84504907,-101589.6387,47865.5156,101.4527742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2703352733,,,,0.05392838288,,,0.675736,,,
925,1831,1200.0,40.0,,40.2448,,,39.04105518,,,,,20.0,18.5608,,,25.63779962,,,,,,,,,,,,,,,,30.0,,,28.6416,,,35.32091471,,,,,,10.0,,,12.5528,,0.0002304911315,,,,,,,,,,,,,40.5868,,40.8459,,,39.57347136,,,,,21.4416,19.9039,,,27.45783302,,,,,,,,,,,,,,,,28.0305,,,26.7683,,,32.96846672,,,,,,9.94103,,,12.482,,0.0002288984634,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-89527.24872,34556.84074,84.23045138,-89796.12068,35667.43959,85.16686031,,,,,,,-88474.01564,30206.37071,80.56232315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.796633,,,,0.2033665707,,,,,,
